time,velocity,acceleration,height
0.482,45.2716,-9.81,22.9628
0.483,45.2618,-9.81,23.0081
0.484,45.252,-9.81,23.0533
0.485,45.2421,-9.81,23.0986
0.486,45.2323,-9.81,23.1438
0.487,45.2225,-9.81,23.1891
0.488,45.2127,-9.81,23.2343
0.489,45.2029,-9.81,23.2795
0.49,45.1931,-9.81,23.3247
0.491,45.1833,-9.81,23.3699
0.492,45.1735,-9.81,23.4151
0.493,45.1637,-9.81,23.4603
0.494,45.1539,-9.81,23.5054
0.495,45.144,-9.81,23.5506
0.496,45.1342,-9.81,23.5957
0.497,45.1244,-9.81,23.6409
0.498,45.1146,-9.81,23.686
0.499,45.1048,-9.81,23.7311
0.5,45.095,-9.81,23.7762
0.501,45.0852,-9.81,23.8213
0.502,45.0754,-9.81,23.8664
0.503,45.0656,-9.81,23.9115
0.504,45.0558,-9.81,23.9565
0.505,45.0459,-9.81,24.0016
0.506,45.0361,-9.81,24.0466
0.507,45.0263,-9.81,24.0917
0.508,45.0165,-9.81,24.1367
0.509,45.0067,-9.81,24.1817
0.51,44.9969,-9.81,24.2267
0.511,44.9871,-9.81,24.2717
0.512,44.9773,-9.81,24.3167
0.513,44.9675,-9.81,24.3617
0.514,44.9577,-9.81,24.4066
0.515,44.9478,-9.81,24.4516
0.516,44.938,-9.81,24.4965
0.517,44.9282,-9.81,24.5415
0.518,44.9184,-9.81,24.5864
0.519,44.9086,-9.81,24.6313
0.52,44.8988,-9.81,24.6762
0.521,44.889,-9.81,24.7211
0.522,44.8792,-9.81,24.766
0.523,44.8694,-9.81,24.8109
0.524,44.8596,-9.81,24.8558
0.525,44.8497,-9.81,24.9006
0.526,44.8399,-9.81,24.9455
0.527,44.8301,-9.81,24.9903
0.528,44.8203,-9.81,25.0352
0.529,44.8105,-9.81,25.08
0.53,44.8007,-9.81,25.1248
0.531,44.7909,-9.81,25.1696
0.532,44.7811,-9.81,25.2144
0.533,44.7713,-9.81,25.2592
0.534,44.7615,-9.81,25.3039
0.535,44.7516,-9.81,25.3487
0.536,44.7418,-9.81,25.3934
0.537,44.732,-9.81,25.4382
0.538,44.7222,-9.81,25.4829
0.539,44.7124,-9.81,25.5276
0.54,44.7026,-9.81,25.5724
0.541,44.6928,-9.81,25.6171
0.542,44.683,-9.81,25.6617
0.543,44.6732,-9.81,25.7064
0.544,44.6634,-9.81,25.7511
0.545,44.6535,-9.81,25.7958
0.546,44.6437,-9.81,25.8404
0.547,44.6339,-9.81,25.8851
0.548,44.6241,-9.81,25.9297
0.549,44.6143,-9.81,25.9743
0.55,44.6045,-9.81,26.0189
0.551,44.5947,-9.81,26.0635
0.552,44.5849,-9.81,26.1081
